invoice_no,invoice_date,customer_id,customer_name,state,sku_id,product_name,abc_class,qty,unit,rate_inr,taxable_value_inr,gst_pct,gst_amount_inr,total_inr,payment_status
INV-2023-00158,12-03-2023,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,107,Pcs,44.5,4761.5,18,857.07,5618.57,Paid
INV-2023-00159,14-03-2023,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,67,Pcs,282.52,18928.84,18,3407.19,22336.03,Overdue
INV-2023-00160,01-03-2023,CUST-002,Sharma Modular Kitchens,Delhi,AAT-001,Aata Basket,C,21,Pcs,218.85,4595.85,28,1286.84,5882.69,Paid
INV-2023-00161,01-03-2023,CUST-007,Bengal Furniture House,West Bengal,CRO-001,Crousal,B,47,Pcs,559.42,26292.74,18,4732.69,31025.43,Paid
INV-2023-00162,17-03-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CS-001,Cup & Saucer,B,31,Set,96.71,2998.01,18,539.64,3537.65,Paid
INV-2023-00163,10-03-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBP-001,Thali Basket Pipe,A,44,Pcs,381.72,16795.68,18,3023.22,19818.9,Paid
INV-2023-00164,09-03-2023,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,63,Pcs,336.93,21226.59,18,3820.79,25047.38,Paid
INV-2023-00165,08-03-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TNB-001,Tandum Basket,B,102,Pcs,689.35,70313.7,18,12656.47,82970.17,Overdue
INV-2023-00166,04-03-2023,CUST-008,Hyderabad Retail Hub,Telangana,PNT-001,Pantry,B,27,Pcs,2180.92,58884.84,18,10599.27,69484.11,Pending
INV-2023-00167,13-03-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CRO-001,Crousal,B,112,Pcs,577,64624,18,11632.32,76256.32,Pending
INV-2023-00168,27-03-2023,CUST-007,Bengal Furniture House,West Bengal,CRO-001,Crousal,B,115,Pcs,576.89,66342.35,18,11941.62,78283.97,Overdue
INV-2023-00169,11-03-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBP-001,Thali Basket Pipe,A,87,Pcs,393.8,34260.6,18,6166.91,40427.51,Paid
INV-2023-00170,06-03-2023,CUST-006,Rajasthan Home Mart,Rajasthan,MGC-001,Magic Corner,C,60,Pcs,4358.81,261528.6,28,73228.01,334756.61,Paid
INV-2023-00171,26-03-2023,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,41,Pcs,4169.81,170962.21,28,47869.42,218831.63,Paid
INV-2023-00172,04-03-2023,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,82,Pcs,1771.17,145235.94,28,40666.06,185902,Overdue
INV-2023-00173,01-03-2023,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,103,Pcs,340.79,35101.37,18,6318.25,41419.62,Paid
INV-2023-00174,27-03-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CHM-001,Chimney,C,98,Pcs,3411.94,334370.12,28,93623.63,427993.75,Pending
INV-2023-00175,21-03-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,48,Pcs,4145.15,198967.2,28,55710.82,254678.02,Paid
INV-2023-00176,03-03-2023,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,67,Pcs,228.66,15320.22,28,4289.66,19609.88,Pending
INV-2023-00177,17-03-2023,CUST-009,Chandigarh Kitchens,Punjab,RSH-001,Rolling Shutter,C,98,Pcs,1798.71,176273.58,28,49356.6,225630.18,Paid
INV-2023-00178,20-03-2023,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,91,Pcs,703.13,63984.83,18,11517.27,75502.1,Paid
INV-2023-00179,06-03-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,92,Set,96.22,8852.24,18,1593.4,10445.64,Overdue
INV-2023-00180,26-03-2023,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,65,Pcs,1759.35,114357.75,28,32020.17,146377.92,Paid
INV-2023-00181,17-03-2023,CUST-004,Gujarat Kitchen World,Gujarat,GTP-001,GTPT,B,105,Pcs,422.65,44378.25,18,7988.09,52366.34,Overdue
INV-2023-00182,12-03-2023,CUST-008,Hyderabad Retail Hub,Telangana,CS-001,Cup & Saucer,B,60,Set,95.23,5713.8,18,1028.48,6742.28,Overdue
INV-2023-00183,01-03-2023,CUST-006,Rajasthan Home Mart,Rajasthan,TBP-001,Thali Basket Pipe,A,71,Pcs,371.38,26367.98,18,4746.24,31114.22,Pending
INV-2023-00184,27-03-2023,CUST-002,Sharma Modular Kitchens,Delhi,PBW-001,Plate Basket Wire,A,103,Pcs,274.38,28261.14,18,5087.01,33348.15,Paid
INV-2023-00185,26-03-2023,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,36,Pcs,563.63,20290.68,18,3652.32,23943,Paid
INV-2023-00186,15-03-2023,CUST-002,Sharma Modular Kitchens,Delhi,MGC-001,Magic Corner,C,102,Pcs,4278.85,436442.7,28,122203.96,558646.66,Paid
INV-2023-00187,26-04-2023,CUST-001,Agarwal Home Solutions,Maharashtra,HNG-001,Hinges,B,100,Pcs,44.01,4401,18,792.18,5193.18,Paid
INV-2023-00188,24-04-2023,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,41,Pcs,181.1,7425.1,18,1336.52,8761.62,Overdue
INV-2023-00189,18-04-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,64,Pcs,352.61,22567.04,18,4062.07,26629.11,Paid
INV-2023-00190,06-04-2023,CUST-003,South India Hardware,Tamil Nadu,RSH-001,Rolling Shutter,C,91,Pcs,1828.82,166422.62,28,46598.33,213020.95,Pending
INV-2023-00191,07-04-2023,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,67,Set,455.15,30495.05,18,5489.11,35984.16,Pending
INV-2023-00192,07-04-2023,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,45,Set,460.2,20709,18,3727.62,24436.62,Paid
INV-2023-00193,06-04-2023,CUST-009,Chandigarh Kitchens,Punjab,BPO-001,Bottle Pull Out,A,56,Pcs,178.71,10007.76,18,1801.4,11809.16,Pending
INV-2023-00194,22-04-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,BPO-001,Bottle Pull Out,A,120,Pcs,180.77,21692.4,18,3904.63,25597.03,Paid
INV-2023-00195,13-04-2023,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,85,Pcs,1760.39,149633.15,28,41897.28,191530.43,Paid
INV-2023-00196,06-04-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,114,Pcs,3560.03,405843.42,28,113636.16,519479.58,Paid
INV-2023-00197,11-04-2023,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,25,Pcs,276.28,6907,18,1243.26,8150.26,Paid
INV-2023-00198,23-04-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,28,Pcs,341.96,9574.88,18,1723.48,11298.36,Pending
INV-2023-00199,13-04-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,64,Pcs,373.54,23906.56,18,4303.18,28209.74,Overdue
INV-2023-00200,06-04-2023,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,72,Pcs,336.67,24240.24,18,4363.24,28603.48,Paid
INV-2023-00201,20-04-2023,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,16,Pcs,577.13,9234.08,18,1662.13,10896.21,Paid
INV-2023-00202,07-04-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,114,Pcs,4186.88,477304.32,28,133645.21,610949.53,Overdue
INV-2023-00203,22-04-2023,CUST-007,Bengal Furniture House,West Bengal,MGC-001,Magic Corner,C,72,Pcs,4196.2,302126.4,28,84595.39,386721.79,Pending
INV-2023-00204,03-04-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,82,Pcs,4083.07,334811.74,28,93747.29,428559.03,Paid
INV-2023-00205,09-04-2023,CUST-001,Agarwal Home Solutions,Maharashtra,HNG-001,Hinges,B,38,Pcs,45.34,1722.92,18,310.13,2033.05,Paid
INV-2023-00206,24-04-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,108,Pcs,3582.65,386926.2,28,108339.34,495265.54,Overdue
INV-2023-00207,04-05-2023,CUST-010,MP Modular Traders,Madhya Pradesh,BPO-001,Bottle Pull Out,A,44,Pcs,184.37,8112.28,18,1460.21,9572.49,Paid
INV-2023-00208,18-05-2023,CUST-008,Hyderabad Retail Hub,Telangana,TBW-001,Thali Basket Wire,A,37,Pcs,332.57,12305.09,18,2214.92,14520.01,Paid
INV-2023-00209,28-05-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CS-001,Cup & Saucer,B,14,Set,95.14,1331.96,18,239.75,1571.71,Paid
INV-2023-00210,28-05-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,25,Pcs,286.8,7170,18,1290.6,8460.6,Paid
INV-2023-00211,23-05-2023,CUST-010,MP Modular Traders,Madhya Pradesh,PNT-001,Pantry,B,54,Pcs,2266.6,122396.4,18,22031.35,144427.75,Overdue
INV-2023-00212,20-05-2023,CUST-003,South India Hardware,Tamil Nadu,AAT-001,Aata Basket,C,27,Pcs,225.49,6088.23,28,1704.7,7792.93,Paid
INV-2023-00213,12-05-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TBW-001,Thali Basket Wire,A,78,Pcs,316.7,24702.6,18,4446.47,29149.07,Overdue
INV-2023-00214,23-05-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,47,Pcs,336.69,15824.43,18,2848.4,18672.83,Paid
INV-2023-00215,25-05-2023,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,110,Pcs,179.79,19776.9,18,3559.84,23336.74,Paid
INV-2023-00216,23-05-2023,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,120,Pcs,411.3,49356,18,8884.08,58240.08,Paid
INV-2023-00217,25-05-2023,CUST-004,Gujarat Kitchen World,Gujarat,CRO-001,Crousal,B,117,Pcs,569.71,66656.07,18,11998.09,78654.16,Pending
INV-2023-00218,21-05-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,44,Pcs,385.3,16953.2,18,3051.58,20004.78,Pending
INV-2023-00219,21-05-2023,CUST-002,Sharma Modular Kitchens,Delhi,CHM-001,Chimney,C,111,Pcs,3610.63,400779.93,28,112218.38,512998.31,Paid
INV-2023-00220,24-05-2023,CUST-009,Chandigarh Kitchens,Punjab,RSH-001,Rolling Shutter,C,45,Pcs,1833.53,82508.85,28,23102.48,105611.33,Paid
INV-2023-00221,11-05-2023,CUST-008,Hyderabad Retail Hub,Telangana,CHM-001,Chimney,C,84,Pcs,3395.61,285231.24,28,79864.75,365095.99,Paid
INV-2023-00222,28-05-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,18,Pcs,3589.94,64618.92,28,18093.3,82712.22,Pending
INV-2023-00223,27-05-2023,CUST-007,Bengal Furniture House,West Bengal,PNT-001,Pantry,B,37,Pcs,2210.19,81777.03,18,14719.87,96496.9,Paid
INV-2023-00224,18-05-2023,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,83,Pcs,44.06,3656.98,18,658.26,4315.24,Pending
INV-2023-00225,02-05-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CRO-001,Crousal,B,22,Pcs,567.75,12490.5,18,2248.29,14738.79,Pending
INV-2023-00226,28-05-2023,CUST-002,Sharma Modular Kitchens,Delhi,SC-001,Sheet Cutlery,A,30,Set,450.4,13512,18,2432.16,15944.16,Paid
INV-2023-00227,23-05-2023,CUST-004,Gujarat Kitchen World,Gujarat,AAT-001,Aata Basket,C,26,Pcs,226.99,5901.74,28,1652.49,7554.23,Paid
INV-2023-00228,03-05-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,93,Pcs,338.38,31469.34,18,5664.48,37133.82,Paid
INV-2023-00229,02-05-2023,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,60,Pcs,689.38,41362.8,18,7445.3,48808.1,Paid
INV-2023-00230,23-05-2023,CUST-002,Sharma Modular Kitchens,Delhi,AAT-001,Aata Basket,C,22,Pcs,213.42,4695.24,28,1314.67,6009.91,Pending
INV-2023-00231,19-05-2023,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,38,Pcs,281.78,10707.64,18,1927.38,12635.02,Pending
INV-2023-00232,23-05-2023,CUST-001,Agarwal Home Solutions,Maharashtra,SC-001,Sheet Cutlery,A,53,Set,462.24,24498.72,18,4409.77,28908.49,Pending
INV-2023-00233,03-05-2023,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,39,Pcs,378.79,14772.81,18,2659.11,17431.92,Paid
INV-2023-00234,12-05-2023,CUST-006,Rajasthan Home Mart,Rajasthan,BPO-001,Bottle Pull Out,A,48,Pcs,176.33,8463.84,18,1523.49,9987.33,Paid
INV-2023-00235,17-05-2023,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,82,Pcs,368.83,30244.06,18,5443.93,35687.99,Paid
INV-2023-00236,24-05-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,37,Pcs,3548.88,131308.56,28,36766.4,168074.96,Paid
INV-2023-00237,22-05-2023,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,66,Pcs,226.64,14958.24,28,4188.31,19146.55,Paid
INV-2023-00238,25-05-2023,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,25,Pcs,182.03,4550.75,18,819.13,5369.88,Pending
INV-2023-00239,11-05-2023,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,111,Pcs,666.26,73954.86,18,13311.87,87266.73,Paid
INV-2023-00240,18-05-2023,CUST-004,Gujarat Kitchen World,Gujarat,PBW-001,Plate Basket Wire,A,86,Pcs,283.36,24368.96,18,4386.41,28755.37,Overdue
INV-2023-00241,07-06-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,SC-001,Sheet Cutlery,A,76,Set,455.62,34627.12,18,6232.88,40860,Paid
INV-2023-00242,21-06-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,RSH-001,Rolling Shutter,C,16,Pcs,1844.76,29516.16,28,8264.52,37780.68,Paid
INV-2023-00243,04-06-2023,CUST-007,Bengal Furniture House,West Bengal,MGC-001,Magic Corner,C,40,Pcs,4220.88,168835.2,28,47273.86,216109.06,Overdue
INV-2023-00244,01-06-2023,CUST-009,Chandigarh Kitchens,Punjab,PBW-001,Plate Basket Wire,A,56,Pcs,289.9,16234.4,18,2922.19,19156.59,Paid
INV-2023-00245,14-06-2023,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,56,Pcs,1814.84,101631.04,28,28456.69,130087.73,Paid
INV-2023-00246,01-06-2023,CUST-002,Sharma Modular Kitchens,Delhi,MGC-001,Magic Corner,C,85,Pcs,4093.85,347977.25,28,97433.63,445410.88,Paid
INV-2023-00247,02-06-2023,CUST-001,Agarwal Home Solutions,Maharashtra,PNT-001,Pantry,B,111,Pcs,2195.29,243677.19,18,43861.89,287539.08,Paid
INV-2023-00248,23-06-2023,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,61,Pcs,214.67,13094.87,28,3666.56,16761.43,Overdue
INV-2023-00249,03-06-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBP-001,Thali Basket Pipe,A,49,Pcs,370.7,18164.3,18,3269.57,21433.87,Paid
INV-2023-00250,11-06-2023,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,60,Pcs,384.2,23052,18,4149.36,27201.36,Paid
INV-2023-00251,24-06-2023,CUST-007,Bengal Furniture House,West Bengal,HNG-001,Hinges,B,118,Pcs,44.4,5239.2,18,943.06,6182.26,Paid
INV-2023-00252,04-06-2023,CUST-007,Bengal Furniture House,West Bengal,PBW-001,Plate Basket Wire,A,68,Pcs,283.6,19284.8,18,3471.26,22756.06,Paid
INV-2023-00253,04-06-2023,CUST-003,South India Hardware,Tamil Nadu,HNG-001,Hinges,B,11,Pcs,45.88,504.68,18,90.84,595.52,Paid
INV-2023-00254,12-06-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,76,Pcs,342.11,26000.36,18,4680.06,30680.42,Paid
INV-2023-00255,05-06-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,105,Pcs,348.39,36580.95,18,6584.57,43165.52,Paid
INV-2023-00256,11-06-2023,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,113,Pcs,180.01,20341.13,18,3661.4,24002.53,Overdue
INV-2023-00257,23-06-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,83,Pcs,283.9,23563.7,18,4241.47,27805.17,Pending
INV-2023-00258,12-06-2023,CUST-009,Chandigarh Kitchens,Punjab,CHM-001,Chimney,C,17,Pcs,3517.4,59795.8,28,16742.82,76538.62,Overdue
INV-2023-00259,06-06-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,42,Pcs,348.21,14624.82,18,2632.47,17257.29,Overdue
INV-2023-00260,24-06-2023,CUST-004,Gujarat Kitchen World,Gujarat,BPO-001,Bottle Pull Out,A,75,Pcs,174.63,13097.25,18,2357.51,15454.76,Paid
INV-2023-00261,16-06-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,56,Set,94.7,5303.2,18,954.58,6257.78,Paid
INV-2023-00262,18-06-2023,CUST-001,Agarwal Home Solutions,Maharashtra,PBP-001,Plate Basket Pipe,A,112,Pcs,351.55,39373.6,18,7087.25,46460.85,Pending
INV-2023-00263,08-06-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,63,Set,98.24,6189.12,18,1114.04,7303.16,Paid
INV-2023-00264,19-06-2023,CUST-002,Sharma Modular Kitchens,Delhi,GTP-001,GTPT,B,57,Pcs,410.91,23421.87,18,4215.94,27637.81,Paid
INV-2023-00265,26-06-2023,CUST-004,Gujarat Kitchen World,Gujarat,PBP-001,Plate Basket Pipe,A,76,Pcs,353.16,26840.16,18,4831.23,31671.39,Pending
INV-2023-00266,28-06-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,46,Pcs,286.76,13190.96,18,2374.37,15565.33,Paid
INV-2023-00267,18-06-2023,CUST-002,Sharma Modular Kitchens,Delhi,CRO-001,Crousal,B,68,Pcs,543.51,36958.68,18,6652.56,43611.24,Paid
INV-2023-00268,08-07-2023,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,69,Pcs,44.81,3091.89,18,556.54,3648.43,Pending
INV-2023-00269,25-07-2023,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,111,Pcs,2171.75,241064.25,18,43391.57,284455.82,Paid
INV-2023-00270,08-07-2023,CUST-001,Agarwal Home Solutions,Maharashtra,AAT-001,Aata Basket,C,79,Pcs,218.73,17279.67,28,4838.31,22117.98,Paid
INV-2023-00271,25-07-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CRO-001,Crousal,B,94,Pcs,557.95,52447.3,18,9440.51,61887.81,Paid
INV-2023-00272,17-07-2023,CUST-004,Gujarat Kitchen World,Gujarat,BPO-001,Bottle Pull Out,A,40,Pcs,179.89,7195.6,18,1295.21,8490.81,Paid
INV-2023-00273,03-07-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBP-001,Thali Basket Pipe,A,15,Pcs,393.11,5896.65,18,1061.4,6958.05,Overdue
INV-2023-00274,15-07-2023,CUST-006,Rajasthan Home Mart,Rajasthan,AAT-001,Aata Basket,C,105,Pcs,214.71,22544.55,28,6312.47,28857.02,Paid
INV-2023-00275,03-07-2023,CUST-007,Bengal Furniture House,West Bengal,TBP-001,Thali Basket Pipe,A,85,Pcs,383.7,32614.5,18,5870.61,38485.11,Pending
INV-2023-00276,10-07-2023,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,43,Pcs,391.23,16822.89,18,3028.12,19851.01,Pending
INV-2023-00277,15-07-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CRO-001,Crousal,B,44,Pcs,552.36,24303.84,18,4374.69,28678.53,Paid
INV-2023-00278,04-07-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,29,Pcs,371.41,10770.89,18,1938.76,12709.65,Pending
INV-2023-00279,14-07-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,25,Pcs,3526.3,88157.5,28,24684.1,112841.6,Paid
INV-2023-00280,15-07-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CHM-001,Chimney,C,43,Pcs,3603.86,154965.98,28,43390.47,198356.45,Paid
INV-2023-00281,27-07-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,100,Pcs,346.39,34639,18,6235.02,40874.02,Paid
INV-2023-00282,05-07-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PNT-001,Pantry,B,21,Pcs,2243.52,47113.92,18,8480.51,55594.43,Paid
INV-2023-00283,02-07-2023,CUST-009,Chandigarh Kitchens,Punjab,RSH-001,Rolling Shutter,C,96,Pcs,1783.65,171230.4,28,47944.51,219174.91,Paid
INV-2023-00284,28-07-2023,CUST-007,Bengal Furniture House,West Bengal,SC-001,Sheet Cutlery,A,67,Set,454.01,30418.67,18,5475.36,35894.03,Overdue
INV-2023-00285,15-07-2023,CUST-002,Sharma Modular Kitchens,Delhi,CS-001,Cup & Saucer,B,23,Set,97.5,2242.5,18,403.65,2646.15,Paid
INV-2023-00286,02-07-2023,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,116,Pcs,184.44,21395.04,18,3851.11,25246.15,Paid
INV-2023-00287,27-07-2023,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,61,Pcs,378.5,23088.5,18,4155.93,27244.43,Paid
INV-2023-00288,01-07-2023,CUST-002,Sharma Modular Kitchens,Delhi,GTP-001,GTPT,B,18,Pcs,413.21,7437.78,18,1338.8,8776.58,Pending
INV-2023-00289,28-07-2023,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,116,Pcs,390.12,45253.92,18,8145.71,53399.63,Paid
INV-2023-00290,02-07-2023,CUST-008,Hyderabad Retail Hub,Telangana,TBW-001,Thali Basket Wire,A,31,Pcs,331.1,10264.1,18,1847.54,12111.64,Pending
INV-2023-00291,01-07-2023,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,58,Pcs,1832.08,106260.64,28,29752.98,136013.62,Paid
INV-2023-00292,06-07-2023,CUST-004,Gujarat Kitchen World,Gujarat,TNB-001,Tandum Basket,B,45,Pcs,672.92,30281.4,18,5450.65,35732.05,Paid
INV-2023-00293,20-07-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TBW-001,Thali Basket Wire,A,88,Pcs,315.91,27800.08,18,5004.01,32804.09,Paid
INV-2023-00294,18-07-2023,CUST-007,Bengal Furniture House,West Bengal,MGC-001,Magic Corner,C,71,Pcs,4091.93,290527.03,28,81347.57,371874.6,Paid
INV-2023-00295,07-08-2023,CUST-007,Bengal Furniture House,West Bengal,TBP-001,Thali Basket Pipe,A,92,Pcs,392.13,36075.96,18,6493.67,42569.63,Overdue
INV-2023-00296,26-08-2023,CUST-009,Chandigarh Kitchens,Punjab,CS-001,Cup & Saucer,B,12,Set,98.73,1184.76,18,213.26,1398.02,Paid
INV-2023-00297,26-08-2023,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,72,Pcs,4175.15,300610.8,28,84171.02,384781.82,Overdue
INV-2023-00298,09-08-2023,CUST-007,Bengal Furniture House,West Bengal,CRO-001,Crousal,B,33,Pcs,544.22,17959.26,18,3232.67,21191.93,Overdue
INV-2023-00299,26-08-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,109,Set,94.02,10248.18,18,1844.67,12092.85,Pending
INV-2023-00300,08-08-2023,CUST-010,MP Modular Traders,Madhya Pradesh,TNB-001,Tandum Basket,B,30,Pcs,664.37,19931.1,18,3587.6,23518.7,Paid
INV-2023-00301,27-08-2023,CUST-009,Chandigarh Kitchens,Punjab,GTP-001,GTPT,B,111,Pcs,434.37,48215.07,18,8678.71,56893.78,Paid
INV-2023-00302,28-08-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CS-001,Cup & Saucer,B,112,Set,94.73,10609.76,18,1909.76,12519.52,Paid
INV-2023-00303,19-08-2023,CUST-004,Gujarat Kitchen World,Gujarat,PBP-001,Plate Basket Pipe,A,50,Pcs,348.99,17449.5,18,3140.91,20590.41,Paid
INV-2023-00304,19-08-2023,CUST-006,Rajasthan Home Mart,Rajasthan,SC-001,Sheet Cutlery,A,82,Set,440.98,36160.36,18,6508.86,42669.22,Paid
INV-2023-00305,10-08-2023,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,32,Pcs,4218.19,134982.08,28,37794.98,172777.06,Paid
INV-2023-00306,20-08-2023,CUST-004,Gujarat Kitchen World,Gujarat,TBW-001,Thali Basket Wire,A,38,Pcs,310.85,11812.3,18,2126.21,13938.51,Pending
INV-2023-00307,20-08-2023,CUST-006,Rajasthan Home Mart,Rajasthan,SC-001,Sheet Cutlery,A,35,Set,461.9,16166.5,18,2909.97,19076.47,Paid
INV-2023-00308,02-08-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,12,Pcs,333.32,3999.84,18,719.97,4719.81,Paid
INV-2023-00309,28-08-2023,CUST-009,Chandigarh Kitchens,Punjab,BPO-001,Bottle Pull Out,A,56,Pcs,186.7,10455.2,18,1881.94,12337.14,Paid
INV-2023-00310,04-08-2023,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,53,Pcs,1784.02,94553.06,28,26474.86,121027.92,Paid
INV-2023-00311,26-08-2023,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,91,Pcs,352.66,32092.06,18,5776.57,37868.63,Paid
INV-2023-00312,23-08-2023,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,88,Pcs,348.53,30670.64,18,5520.72,36191.36,Paid
INV-2023-00313,10-08-2023,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,103,Pcs,346.19,35657.57,18,6418.36,42075.93,Paid
INV-2023-00314,23-08-2023,CUST-001,Agarwal Home Solutions,Maharashtra,PBP-001,Plate Basket Pipe,A,83,Pcs,339.12,28146.96,18,5066.45,33213.41,Overdue
